experiment_id	dataset	budget	seed	config_path	output_root
r14_e6_r2_microblog_k18_seed123	microblog	18	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k18_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k18/seed123
r14_e6_r2_microblog_k22_seed42	microblog	22	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k22_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k22/seed42
r14_e6_r2_microblog_k22_seed123	microblog	22	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k22_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k22/seed123
r14_e6_r2_microblog_k26_seed42	microblog	26	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k26_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k26/seed42
r14_e6_r2_microblog_k26_seed123	microblog	26	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k26_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k26/seed123
r14_e6_r2_microblog_k30_seed42	microblog	30	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k30_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k30/seed42
r14_e6_r2_microblog_k30_seed123	microblog	30	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k30_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k30/seed123
r14_e6_r2_microblog_k34_seed42	microblog	34	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k34_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k34/seed42
r14_e6_r2_microblog_k34_seed123	microblog	34	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k34_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k34/seed123
r14_e6_r2_microblog_k38_seed42	microblog	38	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k38_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k38/seed42
r14_e6_r2_microblog_k38_seed123	microblog	38	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k38_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k38/seed123
r14_e6_r2_microblog_k42_seed42	microblog	42	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k42_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k42/seed42
r14_e6_r2_microblog_k42_seed123	microblog	42	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k42_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k42/seed123
r14_e6_r2_microblog_k46_seed42	microblog	46	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k46_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k46/seed42
r14_e6_r2_microblog_k46_seed123	microblog	46	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k46_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k46/seed123
r14_e6_r2_microblog_k50_seed42	microblog	50	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k50_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k50/seed42
r14_e6_r2_microblog_k50_seed123	microblog	50	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k50_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k50/seed123
r14_e6_r2_microblog_k54_seed42	microblog	54	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k54_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k54/seed42
r14_e6_r2_microblog_k54_seed123	microblog	54	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k54_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k54/seed123
r14_e6_r2_microblog_k58_seed42	microblog	58	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k58_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k58/seed42
r14_e6_r2_microblog_k58_seed123	microblog	58	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k58_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k58/seed123
r14_e6_r2_microblog_k62_seed42	microblog	62	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k62_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k62/seed42
r14_e6_r2_microblog_k62_seed123	microblog	62	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_microblog_k62_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/microblog/k62/seed123
r14_e6_r2_imdb_k6_seed42	imdb	6	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k6_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k6/seed42
r14_e6_r2_imdb_k6_seed123	imdb	6	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k6_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k6/seed123
r14_e6_r2_imdb_k10_seed42	imdb	10	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k10_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k10/seed42
r14_e6_r2_imdb_k10_seed123	imdb	10	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k10_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k10/seed123
r14_e6_r2_imdb_k14_seed42	imdb	14	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k14_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k14/seed42
r14_e6_r2_imdb_k14_seed123	imdb	14	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k14_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k14/seed123
r14_e6_r2_imdb_k18_seed42	imdb	18	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k18_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k18/seed42
r14_e6_r2_imdb_k18_seed123	imdb	18	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k18_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k18/seed123
r14_e6_r2_imdb_k22_seed42	imdb	22	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k22_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k22/seed42
r14_e6_r2_imdb_k22_seed123	imdb	22	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k22_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k22/seed123
r14_e6_r2_imdb_k26_seed42	imdb	26	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k26_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k26/seed42
r14_e6_r2_imdb_k26_seed123	imdb	26	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k26_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k26/seed123
r14_e6_r2_imdb_k30_seed42	imdb	30	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k30_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k30/seed42
r14_e6_r2_imdb_k30_seed123	imdb	30	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k30_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k30/seed123
r14_e6_r2_imdb_k34_seed42	imdb	34	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k34_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k34/seed42
r14_e6_r2_imdb_k34_seed123	imdb	34	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k34_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k34/seed123
r14_e6_r2_imdb_k38_seed42	imdb	38	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k38_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k38/seed42
r14_e6_r2_imdb_k38_seed123	imdb	38	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k38_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k38/seed123
r14_e6_r2_imdb_k42_seed42	imdb	42	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k42_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k42/seed42
r14_e6_r2_imdb_k42_seed123	imdb	42	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k42_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k42/seed123
r14_e6_r2_imdb_k46_seed42	imdb	46	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k46_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k46/seed42
r14_e6_r2_imdb_k46_seed123	imdb	46	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k46_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k46/seed123
r14_e6_r2_imdb_k50_seed42	imdb	50	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k50_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k50/seed42
r14_e6_r2_imdb_k50_seed123	imdb	50	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k50_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k50/seed123
r14_e6_r2_imdb_k54_seed42	imdb	54	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k54_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k54/seed42
r14_e6_r2_imdb_k54_seed123	imdb	54	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k54_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k54/seed123
r14_e6_r2_imdb_k58_seed42	imdb	58	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k58_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k58/seed42
r14_e6_r2_imdb_k58_seed123	imdb	58	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k58_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k58/seed123
r14_e6_r2_imdb_k62_seed42	imdb	62	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k62_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k62/seed42
r14_e6_r2_imdb_k62_seed123	imdb	62	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_imdb_k62_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/imdb/k62/seed123
r14_e6_r2_openreview_k6_seed42	openreview	6	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k6_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k6/seed42
r14_e6_r2_openreview_k6_seed123	openreview	6	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k6_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k6/seed123
r14_e6_r2_openreview_k10_seed42	openreview	10	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k10_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k10/seed42
r14_e6_r2_openreview_k10_seed123	openreview	10	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k10_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k10/seed123
r14_e6_r2_openreview_k14_seed42	openreview	14	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k14_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k14/seed42
r14_e6_r2_openreview_k14_seed123	openreview	14	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k14_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k14/seed123
r14_e6_r2_openreview_k18_seed42	openreview	18	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k18_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k18/seed42
r14_e6_r2_openreview_k18_seed123	openreview	18	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k18_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k18/seed123
r14_e6_r2_openreview_k22_seed42	openreview	22	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k22_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k22/seed42
r14_e6_r2_openreview_k22_seed123	openreview	22	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k22_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k22/seed123
r14_e6_r2_openreview_k26_seed42	openreview	26	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k26_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k26/seed42
r14_e6_r2_openreview_k26_seed123	openreview	26	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k26_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k26/seed123
r14_e6_r2_openreview_k30_seed42	openreview	30	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k30_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k30/seed42
r14_e6_r2_openreview_k30_seed123	openreview	30	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k30_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k30/seed123
r14_e6_r2_openreview_k34_seed42	openreview	34	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k34_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k34/seed42
r14_e6_r2_openreview_k34_seed123	openreview	34	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k34_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k34/seed123
r14_e6_r2_openreview_k38_seed42	openreview	38	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k38_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k38/seed42
r14_e6_r2_openreview_k38_seed123	openreview	38	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k38_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k38/seed123
r14_e6_r2_openreview_k42_seed42	openreview	42	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k42_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k42/seed42
r14_e6_r2_openreview_k42_seed123	openreview	42	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k42_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k42/seed123
r14_e6_r2_openreview_k46_seed42	openreview	46	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k46_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k46/seed42
r14_e6_r2_openreview_k46_seed123	openreview	46	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k46_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k46/seed123
r14_e6_r2_openreview_k50_seed42	openreview	50	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k50_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k50/seed42
r14_e6_r2_openreview_k50_seed123	openreview	50	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k50_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k50/seed123
r14_e6_r2_openreview_k54_seed42	openreview	54	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k54_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k54/seed42
r14_e6_r2_openreview_k54_seed123	openreview	54	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k54_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k54/seed123
r14_e6_r2_openreview_k58_seed42	openreview	58	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k58_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k58/seed42
r14_e6_r2_openreview_k58_seed123	openreview	58	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k58_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k58/seed123
r14_e6_r2_openreview_k62_seed42	openreview	62	42	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k62_seed42.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k62/seed42
r14_e6_r2_openreview_k62_seed123	openreview	62	123	paper-new-round-14/configs/experiments/single_node_tuning_e6_round14_budget_sweep/repeat2_180/r14_e6_r2_openreview_k62_seed123.yaml	paper-new-round-14/outputs/round14_lineage_e6_budget_sweep/repeat2_180/openreview/k62/seed123
